,Andorra,Argentina,Aruba,Australia,Austria,Bahamas,Bahrain,Barbados,Belgium,Benin,Bermuda,Bolivia,Bosnia and Herzegovina,Brazil,Bulgaria,Cameroon,Canada,Central African Republic,Chile,China,Colombia,Congo,Costa Rica,Croatia,Cuba,Curacao,Cyprus,Czechia,Democratic Republic of Congo,Denmark,Dominican Republic,Ecuador,Egypt,El Salvador,Estonia,Finland,France,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Guadeloupe,Guam,Guatemala,Guyana,Honduras,Hungary,Iceland,India,Indonesia,Iran,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Latvia,Lebanon,Liberia,Lithuania,Luxembourg,Malta,Martinique,Mexico,Moldova,Monaco,Montenegro,Morocco,Mozambique,Netherlands,New Caledonia,New Zealand,Nigeria,Norway,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Saint Martin (French part),San Marino,Saudi Arabia,Serbia,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sri Lanka,Sudan,Sweden,Switzerland,Thailand,Turkey,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Venezuela,Vietnam,World
2022-05-11,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0
2022-05-12,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0
2022-05-13,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0
2022-05-14,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0
2022-05-15,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,4.0
2022-05-16,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,5.0
2022-05-17,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,3.0
2022-05-18,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,2.0,,,,,,,,,,,,,,0.0,,,1.0,,,,,,2.0,,,,,5.0
2022-05-19,,,,,,,,,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,9.0,,,,,,,,,,,,,,7.0,,,0.0,,,,,,0.0,,,,,18.0
2022-05-20,,,,2.0,,,,,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,0.0,,2.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,9.0,,,,,,,,,,,,,,16.0,,,0.0,,,,,,11.0,,,,,45.0
2022-05-21,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,2.0,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,1.0,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,14.0,,,,,,,,,,,,,,0.0,,,0.0,1.0,,,,,9.0,,,,,28.0
2022-05-22,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,0.0,,2.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,17.0,,,0.0,0.0,,,,,0.0,,,,,21.0
2022-05-23,,,,0.0,1.0,,,,1.0,,,,,,,,,0.0,,,,0.0,,,,,,,,1.0,,,,,,0.0,0.0,,1.0,,,,,,,,,,,,,,,0.0,0.0,1.0,,0.0,,,,,,,,,,,,,,,3.0,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,27.0,,,,,35.0
2022-05-24,,,,0.0,0.0,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,,,1.0,,1.0,,,,,,0.0,2.0,,2.0,,,,,,,,,,,,,,,1.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,0.0,,,,,,,,,,,1.0,,,0.0,,,0.0,0.0,,,,4.0,15.0,,,,,28.0
2022-05-25,,,,0.0,0.0,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,,,0.0,2.0,,4.0,,,,,,,,,,,,,,,1.0,0.0,1.0,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,37.0,,,,,,,,,,,1.0,,,0.0,,,0.0,1.0,,,,0.0,0.0,,,,,47.0
2022-05-26,,,,0.0,0.0,,,,2.0,,,,,,,,,0.0,,,,0.0,,,,,,4.0,,0.0,,,,,,0.0,2.0,,0.0,,,,,,,,,,,,,,,0.0,0.0,3.0,,0.0,,,,,,,,,,,,,,,20.0,,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,,,0.0,,,1.0,0.0,,,,0.0,19.0,,,,,51.0
2022-05-27,,,,0.0,0.0,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,,,0.0,0.0,,5.0,,,,,,,,,,,,,,,3.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,,,0.0,,,0.0,1.0,,,,0.0,16.0,,,,,25.0
2022-05-28,,,,0.0,0.0,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,,,0.0,,,0.0,0.0,,,,0.0,0.0,,,,,0.0
2022-05-29,,,,0.0,0.0,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,1.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,,0.0,,,,,,,,,,,0.0,,,0.0,,,0.0,0.0,,,,0.0,0.0,,,,,3.0
2022-05-30,,,,0.0,0.0,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,,,0.0,9.0,,6.0,,,,,,,,,,,,,,,1.0,1.0,6.0,,0.0,,,,,,,1.0,,,,,,,,0.0,,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,,,58.0,,,0.0,1.0,,,,0.0,73.0,,,,,156.0
2022-05-31,,,,0.0,0.0,,,,4.0,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,,,0.0,1.0,,12.0,,,,,,,,,,1.0,,,,,0.0,0.0,0.0,,0.0,,,,,,,0.0,,,,,,,,0.0,,,0.0,1.0,,,,,,26.0,,,,,,,,,,,0.0,,,0.0,,,2.0,0.0,,,,0.0,11.0,,,,,58.0
2022-06-01,,,,0.0,0.0,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,,,0.0,0.0,,11.0,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,0.0,,,,,,,0.0,,,,,,,,0.0,,,0.0,1.0,,,,,,19.0,,,,,,,,,,,0.0,,,44.0,,,0.0,0.0,,,,0.0,6.0,,,,,81.0
2022-06-02,,,,1.0,0.0,,,,4.0,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,,,0.0,16.0,,13.0,,1.0,,,,,,,,0.0,,,,,0.0,0.0,6.0,,0.0,,,,,,,0.0,,,,,,1.0,,0.0,,,0.0,0.0,,,,,,19.0,,,,,,,,,,,1.0,,,14.0,,,0.0,0.0,,,,4.0,11.0,,,,,91.0
2022-06-03,,2.0,,2.0,0.0,,,,3.0,,,,,,,,57.0,0.0,,,,0.0,,,,,,1.0,,0.0,,,,,,1.0,0.0,,8.0,,0.0,,,,,,,,0.0,,,,,0.0,0.0,0.0,,0.0,,1.0,,,,,0.0,,1.0,,,,0.0,,14.0,,,0.0,0.0,,,,,,5.0,,,,,,,,,,,0.0,,,30.0,,,1.0,2.0,,,,0.0,18.0,19.0,,,,165.0
2022-06-04,,0.0,,0.0,0.0,,,,0.0,,,,,,,,20.0,0.0,,,,0.0,,,,,,0.0,,0.0,,,,,,0.0,18.0,,0.0,,0.0,,,,,,,,0.0,,,,,0.0,0.0,0.0,,0.0,,0.0,,,,,0.0,,0.0,,,,0.0,,0.0,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,0.0,,,0.0,2.0,,,,0.0,0.0,2.0,,,,42.0
2022-06-05,,0.0,,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,,,,,,0.0,,,,,0.0,0.0,0.0,,0.0,,0.0,,,,,0.0,,0.0,,,,0.0,,0.0,,,10.0,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,0.0,,,0.0,0.0,,,,0.0,0.0,4.0,,,,14.0
2022-06-06,,0.0,,1.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,1.0,,,,,,0.0,0.0,,0.0,,0.0,,,,,,,,0.0,,,,,1.0,0.0,0.0,,0.0,,0.0,,,,,0.0,,0.0,,,,0.0,,0.0,,,0.0,0.0,,,,,,10.0,,,,,,,,,,,3.0,,,0.0,,,0.0,0.0,,,,0.0,77.0,0.0,,,,93.0
2022-06-07,,0.0,,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,,,,,,0.0,15.0,,15.0,,0.0,,,,,,,,0.0,,,,,0.0,0.0,0.0,,0.0,,0.0,,,,,0.0,,0.0,,,,0.0,,0.0,,,0.0,0.0,,,,,,13.0,,,,,,,,,,,0.0,,,12.0,,,0.0,0.0,,,,0.0,0.0,0.0,,,,55.0
2022-06-08,,0.0,,0.0,0.0,,,,0.0,,,,,,,,4.0,0.0,,,,0.0,,,,,,0.0,,0.0,,,,,,0.0,0.0,,33.0,,0.0,,,,,,,,0.0,,,,,2.0,1.0,0.0,,0.0,,0.0,,,,,0.0,,0.0,,,,0.0,,14.0,,,0.0,0.0,,,,,,25.0,,,,,,,,,,,0.0,,,0.0,,,0.0,2.0,,,,5.0,19.0,7.0,,,,112.0
2022-06-09,,0.0,,0.0,0.0,,,,7.0,,,,,,,,20.0,0.0,,,,0.0,,,,,,0.0,,0.0,,,,,,0.0,0.0,,18.0,,0.0,0.0,,,,,,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,,0.0,,,,,0.0,,0.0,,,,0.0,,0.0,,,0.0,0.0,,,,,,18.0,,,,,,,,,,,0.0,,,0.0,,,0.0,2.0,,,,0.0,0.0,5.0,,,,71.0
2022-06-10,,0.0,,1.0,0.0,,,,0.0,,,,,1.0,,,9.0,0.0,,,,0.0,,,,,,0.0,,0.0,,,,,,0.0,25.0,,34.0,,0.0,0.0,,,,,,,1.0,0.0,,,,0.0,1.0,0.0,,0.0,,0.0,,,,,0.0,,0.0,,,,0.0,,0.0,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,61.0,,,1.0,0.0,,,,0.0,45.0,3.0,,,,182.0
2022-06-11,,0.0,,0.0,0.0,,,,0.0,,,,,0.0,,,2.0,0.0,,,,0.0,,,,,,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,0.0,,,,,0.0,,0.0,,,,0.0,,0.0,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,0.0,,,0.0,0.0,,,,0.0,0.0,9.0,,,,11.0
2022-06-12,,1.0,,0.0,0.0,,,,0.0,,,,,0.0,,,0.0,0.0,,,,0.0,,,,,,0.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,0.0,,,,,0.0,,0.0,,,,0.0,,6.0,,,5.0,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,0.0,,,0.0,2.0,,,,0.0,0.0,0.0,,,,14.0
2022-06-13,,0.0,,0.0,3.0,,,,10.0,,,,,1.0,,3.0,0.0,0.0,,,,0.0,,,,,,0.0,10.0,1.0,,,,,,0.0,0.0,,24.0,5.0,0.0,2.0,,,,,,,0.0,3.0,,,,1.0,0.0,9.0,,0.0,,1.0,,,,,0.0,,1.0,,,,0.0,,12.0,,,0.0,0.0,,,,,1.0,0.0,,,,,,,,,,,1.0,,,16.0,,,0.0,5.0,,,,0.0,104.0,2.0,,,,215.0
2022-06-14,,0.0,,0.0,0.0,,,,0.0,,,,,1.0,,0.0,0.0,0.0,,,,0.0,,,,,,0.0,0.0,3.0,,,,,,1.0,34.0,,40.0,0.0,0.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,0.0,,0.0,,0.0,,,,,0.0,,0.0,,,,0.0,,8.0,,,0.0,0.0,,,,,0.0,22.0,,,2.0,,,,,,,,0.0,,,38.0,,,0.0,1.0,,,,0.0,0.0,14.0,,,,165.0
2022-06-15,,0.0,,1.0,0.0,,,,18.0,3.0,,,,0.0,,0.0,42.0,0.0,,,,0.0,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,1.0,34.0,0.0,0.0,0.0,,,,,,,2.0,0.0,,,,0.0,1.0,19.0,,0.0,,0.0,,,,,1.0,,2.0,,,,0.0,,0.0,,,0.0,0.0,,,,,0.0,10.0,,,1.0,,,,,,,,0.0,,,0.0,,,4.0,8.0,,,,0.0,54.0,0.0,,1.0,,202.0
2022-06-16,,0.0,,0.0,0.0,,,,0.0,0.0,,,,2.0,,0.0,5.0,0.0,,,,0.0,,,,,,0.0,0.0,1.0,,,,,,0.0,58.0,0.0,42.0,0.0,0.0,0.0,,,,,,,1.0,0.0,,,,0.0,1.0,0.0,,0.0,,0.0,,,,1.0,0.0,,0.0,,,,0.0,,15.0,,,0.0,2.0,,,,,0.0,0.0,,,1.0,,,,,,,,0.0,,,0.0,,,0.0,2.0,,,,0.0,0.0,7.0,,0.0,,138.0
2022-06-17,,0.0,,0.0,7.0,,,,10.0,0.0,,,,1.0,,0.0,9.0,0.0,,,,0.0,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,33.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,0.0,0.0,23.0,,0.0,,0.0,,,,0.0,0.0,,2.0,,,,0.0,,0.0,,,0.0,0.0,,,,,0.0,35.0,,,0.0,,,,,1.0,,,0.0,,,184.0,,,0.0,1.0,,,,0.0,50.0,12.0,,0.0,,368.0
2022-06-18,,0.0,,0.0,0.0,,,,0.0,0.0,,,,1.0,,0.0,1.0,0.0,1.0,,,0.0,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,,3.0,,,,0.0,,0.0,,,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,0.0,,,,0.0,0.0,16.0,,0.0,,22.0
2022-06-19,,0.0,,0.0,0.0,,,,0.0,0.0,,,,0.0,,0.0,8.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,,1.0,,,,0.0,,0.0,,,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,0.0,,,,0.0,0.0,13.0,,0.0,,22.0
2022-06-20,,0.0,,0.0,0.0,,,,0.0,0.0,,,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,2.0,,,,,,1.0,0.0,0.0,74.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,0.0,3.0,0.0,,0.0,,0.0,1.0,,,0.0,0.0,,1.0,,,,0.0,,0.0,,,0.0,0.0,,,,,0.0,21.0,,,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0,9.0,,,,0.0,219.0,0.0,,0.0,,332.0
2022-06-21,,0.0,,0.0,0.0,,,,15.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,2.0,,,,,,0.0,94.0,0.0,57.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,0.0,2.0,14.0,,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,0.0,,,5.0,0.0,,,,,0.0,7.0,,,1.0,,,,,0.0,1.0,,0.0,,,23.0,,,0.0,1.0,,,,0.0,0.0,0.0,,0.0,,222.0
2022-06-22,,0.0,,0.0,1.0,,,,0.0,0.0,,,,1.0,,0.0,3.0,0.0,1.0,,,0.0,,,,,,1.0,0.0,1.0,,,,,,0.0,0.0,0.0,52.0,0.0,0.0,0.0,,,,,,,1.0,0.0,,,,0.0,2.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,72.0,,,0.0,0.0,,,,,6.0,13.0,,,0.0,,,,,0.0,0.0,,1.0,,1.0,0.0,,,0.0,5.0,,,,0.0,0.0,0.0,,0.0,,161.0
2022-06-23,,0.0,,1.0,0.0,,,,0.0,0.0,,,,2.0,2.0,0.0,31.0,0.0,1.0,,,0.0,,,,,,0.0,0.0,0.0,,,,,,0.0,53.0,0.0,71.0,0.0,0.0,1.0,,,,,,,0.0,0.0,,,,14.0,3.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,0.0,,,0.0,0.0,,,,,0.0,11.0,,,1.0,,,,,0.0,0.0,,1.0,1.0,0.0,0.0,,,3.0,9.0,,,,0.0,117.0,29.0,,0.0,,351.0
2022-06-24,,1.0,,0.0,8.0,,,,0.0,0.0,,,,0.0,0.0,0.0,13.0,0.0,0.0,1.0,,0.0,,1.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,84.0,0.0,0.0,0.0,,,,,,,5.0,0.0,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,44.0,,,0.0,0.0,,,,,0.0,20.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,216.0,,,0.0,0.0,,,,0.0,0.0,31.0,,0.0,,424.0
2022-06-25,,0.0,,0.0,0.0,,,,0.0,0.0,,,,6.0,0.0,0.0,11.0,0.0,0.0,0.0,3.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,0.0,0.0,42.0,,0.0,,0.0,0.0,,,2.0,0.0,,0.0,,,,0.0,,0.0,,,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,2.0,,0.0,,66.0
2022-06-26,,0.0,,0.0,0.0,,,,0.0,0.0,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,0.0,2.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,0.0,,,21.0,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,24.0,,0.0,,49.0
2022-06-27,,0.0,,1.0,0.0,1.0,,,0.0,0.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,3.0,,,,,,0.0,0.0,0.0,89.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,0.0,11.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,,4.0,,,,0.0,,46.0,,,0.0,0.0,,,,,0.0,17.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,13.0,,,,0.0,0.0,0.0,,0.0,,186.0
2022-06-28,,0.0,,0.0,0.0,0.0,,,40.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,,1.0,0.0,110.0,0.0,73.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,0.0,4.0,32.0,,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,0.0,,,0.0,0.0,,,1.0,,0.0,8.0,,,3.0,,,,,0.0,0.0,,0.0,1.0,0.0,64.0,,,0.0,4.0,,,,0.0,166.0,2.0,,0.0,,513.0
2022-06-29,,0.0,,2.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1.0,0.0,2.0,,,,,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,,,,,,,6.0,1.0,,,,3.0,5.0,0.0,,0.0,,0.0,0.0,,,0.0,4.0,,0.0,,,,0.0,,0.0,,,0.0,11.0,,,2.0,,3.0,18.0,,,2.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,9.0,,,,0.0,0.0,43.0,,0.0,,187.0
2022-06-30,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,,,16.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,2.0,,,,,0.0,0.0,58.0,0.0,95.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,8.0,4.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,0.0,,,0.0,0.0,,,0.0,,0.0,11.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,15.0,2.0,,1.0,,0.0,159.0,62.0,,0.0,,437.0
2022-07-01,,2.0,,0.0,17.0,0.0,,,0.0,0.0,,,,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,0.0,0.0,33.0,,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,31.0,,,0.0,0.0,,,0.0,,0.0,13.0,1.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,8.0,,0.0,,0.0,0.0,45.0,,0.0,,246.0
